delito,x,y,porcentaje
4,-103.3339761,20.66763804,80
4,-103.37556,20.62404276,80
4,-103.456313,20.77685312,80
4,-103.4277255,20.629515,80
4,-103.3322425,20.58446459,80
4,-103.400703,20.60572587,80
4,-103.400703,20.60572587,80
4,-103.3546384,20.67637243,80
4,-103.3493742,20.50535968,80
4,-103.248968,20.64833575,80
4,-103.3341868,20.72252059,80
4,-103.2595218,20.45273174,80
4,-103.3604699,20.64878629,80
4,-103.3210167,20.62395787,80
4,-103.3163527,20.64059658,80
4,-103.3457375,20.65922244,80
4,-103.3507488,20.61809251,80
4,-103.2527219,20.6532154,80
4,-103.36158,20.73796689,80
4,-103.310538,20.70955197,80
4,-103.2660249,20.63263999,80
4,-103.3887544,20.66467951,80
4,-103.263799,20.69097619,80
4,-103.2633697,20.66289775,80
4,-103.3268088,20.68887876,80
4,-103.3426475,20.76388288,80
4,-103.3124457,20.59545624,80
4,-103.3395353,20.68513336,80
4,-103.3920225,20.59819281,80
4,-103.2855553,20.6967505,80
4,-103.3713217,20.5144884,80
4,-103.3528788,20.67641181,80
4,-103.2993359,20.68851275,80
4,-103.3666668,20.6503864,80
4,-103.2418398,20.66318545,80
4,-103.2679792,20.64870638,80
4,-103.3697282,20.72759296,80
4,-103.340634,20.65567444,80
4,-103.3332549,20.57059096,80
4,-103.351175,20.66432929,80
4,-103.2652316,20.68992474,80
4,-103.3024038,20.65941629,80
4,-103.2584392,20.68455395,80
4,-103.4604472,20.7018573,80
4,-103.3788542,20.51762805,80
4,-103.2713038,20.68016605,80
4,-103.3543383,20.73366121,80
4,-103.3471954,20.67286655,80
4,-103.3115116,20.64276239,80
4,-103.2977606,20.649358,80
4,-103.3627276,20.68882286,80
4,-103.3695421,20.62752828,80
4,-103.3033616,20.64717342,80
4,-103.3807735,20.65917685,80
4,-103.3482854,20.67454994,80
4,-103.3162704,20.64971331,80
4,-103.3258784,20.65325761,80
4,-103.3538441,20.69878606,80
4,-103.3215924,20.59066736,80
4,-103.3650736,20.70008531,80
4,-103.3479664,20.67358313,80
4,-103.373488,20.68725796,80
4,-103.2399083,20.63089157,80
4,-103.3273947,20.56871804,80
4,-103.2612944,20.67703168,80
4,-103.3593993,20.67472887,80
4,-103.3523601,20.67575177,80
4,-103.2650559,20.65723305,80
4,-103.4113794,20.62348466,80
4,-103.4101269,20.65444866,80
4,-103.3762937,20.72869387,80
4,-103.2871654,20.66267423,80
4,-103.3343765,20.6250824,80
4,-103.2347052,20.58698415,80
4,-103.4401316,20.76292494,80
4,-103.36787,20.68982555,80
4,-103.350985,20.60319013,80
4,-103.2537359,20.63753561,80
4,-103.2879465,20.61762632,80
4,-103.3315458,20.66446687,80
4,-103.3870489,20.59153605,80
4,-103.3206003,20.63129774,80
4,-103.3418077,20.67540769,80
4,-103.2621153,20.68963138,80
4,-103.2882673,20.68240247,80
4,-103.4569648,20.71302259,80
4,-103.439712,20.63879271,80
4,-103.4008665,20.72578951,80
4,-103.3474561,20.67742718,80
4,-103.2703235,20.66346038,80
4,-103.3935286,20.71143052,80
4,-103.3053722,20.71521969,80
4,-103.3893961,20.56325434,80
4,-103.3907865,20.62486504,80
4,-103.2790227,20.64264828,80
4,-103.3686003,20.67144093,80
4,-103.3318376,20.60919414,80
4,-103.3466817,20.67891736,80
4,-103.4170518,20.71440551,80
4,-103.3739217,20.6509055,80
4,-103.3507238,20.67279863,80
4,-103.451472,20.73106727,80
4,-103.3514981,20.67502512,80
4,-103.3544393,20.6598455,80
4,-103.4016901,20.6526905,80
4,-103.2914929,20.64201439,80
4,-103.28668,20.62620414,80
4,-103.2931832,20.69297579,80
4,-103.2706146,20.68480547,80
4,-103.3961833,20.6664903,80
4,-103.2563267,20.62827601,80
4,-103.3969532,20.74454227,80
4,-103.2837676,20.66219956,80
4,-103.3397695,20.72685478,80
4,-103.413345,20.72834341,80
4,-103.3686754,20.6768595,80
4,-103.3482854,20.67454994,80
4,-103.3546274,20.67419362,80
4,-103.3204571,20.66465353,80
4,-103.3423214,20.7170588,80
4,-103.3821855,20.62831681,80
4,-103.3705962,20.67439326,80
4,-103.3486885,20.61436904,80
4,-103.2713209,20.65189219,80
4,-103.3215924,20.59066736,80
4,-103.3153473,20.67957307,80
4,-103.2783725,20.65489506,80
4,-103.3798006,20.67678954,80
4,-103.3217092,20.59051493,80
4,-103.3482854,20.67454994,80
4,-103.4123712,20.73081136,80
4,-103.3368456,20.67224545,80
4,-103.3447933,20.6699697,80
4,-103.4234538,20.58478531,80
4,-103.3411271,20.66049412,80
4,-103.3264181,20.57496372,80
4,-103.4111634,20.74382506,80
4,-103.2660249,20.63263999,80
4,-103.3215924,20.59066736,80
4,-103.3482854,20.67454994,80
4,-103.4140869,20.70745678,80
4,-103.3102507,20.60930864,80
4,-103.3575641,20.65617447,80
4,-103.2910558,20.65359332,80
4,-103.4056796,20.65330292,80
4,-103.2666949,20.65826121,80
4,-103.3810572,20.68937655,80
4,-103.3450972,20.64593087,80
4,-103.3721965,20.62089506,80
4,-103.4677018,20.69140607,80
4,-103.3032901,20.69250041,80
4,-103.4171129,20.71164313,80
4,-103.3546274,20.67419362,80
4,-103.359064,20.66309508,80
4,-103.3090653,20.67416111,80
4,-103.3299093,20.62676206,80
4,-103.3666668,20.6503864,80
4,-103.2901681,20.66410775,80
4,-103.4318852,20.85735429,80
4,-103.2948836,20.65809141,80
4,-103.3061293,20.71162444,80
4,-103.3682027,20.61875905,80
4,-103.2660249,20.63263999,80
4,-103.3806598,20.69823126,80
4,-103.2637808,20.68919653,80
4,-103.3482854,20.67454994,80
4,-103.2713352,20.68067393,80
4,-103.2273902,20.58746938,80
4,-103.3177309,20.69208245,80
4,-103.3718301,20.75639254,80
4,-103.3276928,20.60832304,80
4,-103.2483959,20.64968487,80
4,-103.3051768,20.68594378,80
4,-103.2723403,20.67922718,80
4,-103.2488171,20.61624053,80
4,-103.4437349,20.63010265,80
4,-103.275631,20.64390713,80
4,-103.3594036,20.6740096,80
4,-103.3532899,20.68992782,80
4,-103.2865979,20.68478484,80
4,-103.3418077,20.67540769,80
4,-103.3322297,20.71103335,80
4,-103.3461145,20.66753756,80
4,-103.4144811,20.61042679,80
4,-103.400703,20.60572587,80
4,-103.2375559,20.6326922,80
4,-103.3470962,20.54697975,80
4,-103.3463352,20.67172826,80
4,-103.3541074,20.64344961,80
4,-103.2751884,20.65015042,80
4,-103.2729247,20.69511808,80
4,-103.3516892,20.67104938,80
4,-103.2712717,20.62099216,80
4,-103.331488,20.64736446,80
4,-103.4286519,20.68035461,80
4,-103.3530026,20.64797275,80
4,-103.4496677,20.63928322,80
4,-103.2669291,20.6452291,80
4,-103.3546512,20.70336698,80
4,-103.3928043,20.62244563,80
4,-103.3543364,20.58859723,80
4,-103.2819331,20.59944646,80
4,-103.3482854,20.67454994,80
4,-103.4328734,20.60093465,80
4,-103.4323037,20.65375728,80
4,-103.4084723,20.74404406,80
4,-103.3256914,20.66276015,80
4,-103.400703,20.60572587,80
4,-103.4265393,20.58890169,80
4,-103.421322,20.64191369,80
4,-103.238003,20.41458553,80
4,-103.182639,20.42167703,80
4,-103.2324291,20.51461286,80
4,-103.3242542,20.5589883,80
4,-103.2999239,20.56726611,80
3,-103.3910601,20.67684352,60
3,-103.2856266,20.61659162,60
3,-103.2856788,20.66251665,60
3,-103.4997631,20.80390825,60
3,-103.2859151,20.64138098,60
3,-103.361351,20.72979875,60
3,-103.2784299,20.6263229,60
3,-103.4604552,20.54757078,60
3,-103.4569648,20.71302259,60
3,-103.2720108,20.62946341,60
3,-103.0782316,20.6167588,60
3,-103.2861698,20.62721077,60
3,-103.3856007,20.66072244,60
3,-103.2285517,20.65208372,60
3,-103.5675251,20.72273438,60
3,-103.2348265,20.66881348,60
3,-103.3471122,20.69132056,60
3,-103.3806217,20.68063486,60
3,-103.4060109,20.64052638,60
3,-103.3669241,20.69448684,60
3,-103.2701804,20.69114878,60
3,-103.4549315,20.69575944,60
3,-103.2423954,20.62561653,60
3,-103.2830933,20.66719438,60
3,-103.2526146,20.63237554,60
3,-103.4233291,20.65756764,60
3,-103.4057337,20.64685622,60
3,-103.5669346,20.72868934,60
3,-103.3932393,20.68769486,60
3,-103.4299229,20.64167597,60
3,-103.3276465,20.71073416,60
3,-103.4234284,20.62002683,60
3,-103.3908888,20.62767654,60
3,-103.2983649,20.62378137,60
3,-103.3583621,20.6692158,60
3,-103.4280081,20.64217345,60
3,-103.3327947,20.62407394,60
3,-103.3888451,20.6888912,60
3,-103.3871747,20.6172522,60
3,-103.3273177,20.70351924,60
3,-103.390468,20.68828127,60
3,-103.3289296,20.66461073,60
3,-103.428413,20.67465235,60
3,-103.3751037,20.7124319,60
3,-103.3743648,20.62945013,60
3,-103.334715,20.54858049,60
3,-103.3453956,20.70031245,60
3,-103.3485383,20.62828054,60
3,-103.3917825,20.63498019,60
3,-103.2448693,20.63337189,60
3,-103.3231165,20.69387879,60
3,-103.4189151,20.67512557,60
3,-103.3889427,20.72383548,60
3,-103.2382234,20.61888785,60
3,-103.2162455,20.66637311,60
3,-103.3259827,20.67325517,60
3,-103.4443609,20.68645017,60
3,-103.370138,20.74044201,60
3,-103.3607129,20.64823396,60
3,-103.3442389,20.70452747,60
3,-103.2363581,20.66416825,60
3,-103.3040627,20.64478521,60
3,-103.3482854,20.67454994,60
3,-103.4321892,20.54538089,60
3,-103.4436014,20.63945113,60
3,-103.4252601,20.58912257,60
3,-103.3944377,20.68333825,60
3,-103.2592662,20.60180315,60
3,-103.414305,20.65320436,60
3,-103.2557274,20.62697826,60
3,-103.384005,20.71683359,60
3,-103.296812,20.50418047,60
3,-103.3528284,20.57268434,60
3,-103.2524967,20.62000836,60
3,-103.4311666,20.59053063,60
3,-103.3383496,20.67841728,60
3,-103.4313307,20.66346843,60
3,-103.3869728,20.68610679,60
3,-103.3864047,20.63608818,60
3,-103.4231923,20.66619457,60
3,-103.2850538,20.68052654,60
3,-103.277513,20.69721747,60
3,-103.2918726,20.70612414,60
3,-103.5409413,20.72864248,60
3,-103.3683202,20.66515404,60
3,-103.3316375,20.69804023,60
3,-103.3511266,20.71286837,60
3,-103.3367821,20.58233192,60
3,-103.42714,20.62859729,60
3,-103.3363035,20.66401899,60
3,-103.3173671,20.64172657,60
3,-103.3799758,20.67761773,60
3,-103.2901077,20.63286832,60
3,-103.404649,20.49328178,60
3,-103.346294,20.60759869,60
3,-103.3322751,20.72996193,60
3,-103.3705485,20.67142539,60
3,-103.3961424,20.67638501,60
3,-103.3807281,20.65155983,60
3,-103.2625065,20.62906996,60
3,-103.3141838,20.62581537,60
3,-103.3638153,20.68200689,60
3,-103.290263,20.6923035,60
3,-103.3195485,20.62047488,60
3,-103.3682188,20.73673828,60
3,-103.4156635,20.68878128,60
3,-103.2808876,20.64379851,60
3,-103.391862,20.62395239,60
3,-103.3603372,20.6786096,60
3,-103.3601132,20.68752395,60
3,-103.3925212,20.64969551,60
3,-103.4108939,20.60276655,60
3,-103.3040936,20.65946661,60
3,-103.3528995,20.71843566,60
3,-103.2348265,20.66881348,60
3,-103.3241164,20.7081741,60
3,-103.3881194,20.75714231,60
3,-103.4008013,20.6638267,60
3,-103.4044097,20.66521784,60
3,-103.4100218,20.65440252,60
3,-103.4548639,20.70716812,60
3,-103.4259221,20.6341237,60
3,-103.3220367,20.63528175,60
3,-103.3449966,20.56415,60
3,-103.3535564,20.67421826,60
3,-103.3203956,20.58782837,60
3,-103.1086505,20.59348387,60
3,-103.3348343,20.68658135,60
3,-103.4507701,20.7707538,60
3,-103.4277255,20.629515,60
3,-103.3675577,20.6584401,60
3,-103.4175258,20.65635949,60
3,-103.2611826,20.6509975,60
3,-103.3908888,20.62767654,60
3,-103.399615,20.62446007,60
3,-103.3070379,20.62472474,60
3,-103.2557472,20.62692426,60
3,-103.3209304,20.69014843,60
3,-103.2926234,20.70385213,60
3,-103.3670642,20.66934857,60
3,-103.3630712,20.67859792,60
3,-103.3316669,20.70771999,60
3,-103.3299093,20.62676206,60
3,-103.2807586,20.64374845,60
3,-103.4279011,20.63016701,60
3,-103.3750802,20.69309725,60
3,-103.3817575,20.66167882,60
3,-103.4379373,20.73343811,60
3,-103.2832284,20.65527613,60
3,-103.3532573,20.72263949,60
3,-103.3199636,20.66610594,60
3,-103.4386946,20.6651161,60
3,-103.3605087,20.6555856,60
3,-103.2937921,20.66607878,60
3,-103.2941546,20.71174339,60
3,-103.3949076,20.62857093,60
3,-103.4328669,20.68305785,60
3,-103.3065475,20.675731,60
3,-103.2493516,20.68120996,60
3,-103.2488171,20.61624053,60
3,-103.3270784,20.68268686,60
3,-103.3768986,20.64398269,60
3,-103.3604072,20.67558054,60
3,-103.3664052,20.74377595,60
3,-103.5409413,20.72864248,60
3,-103.2142344,20.61933526,60
3,-103.3936895,20.66514939,60
3,-103.4362952,20.68197788,60
3,-103.3041229,20.61849043,60
3,-103.4263034,20.62341648,60
3,-103.4324718,20.61768815,60
3,-103.3645985,20.71798718,60
3,-103.2611885,20.65047365,60
3,-103.3180953,20.64732912,60
3,-103.3763185,20.61964968,60
3,-103.2872876,20.70523636,60
3,-103.2980262,20.64513525,60
3,-103.4172868,20.59966349,60
3,-103.334215,20.69927579,60
3,-103.3935491,20.50783816,60
3,-103.2870755,20.5484237,60
3,-103.3734649,20.68929537,60
3,-103.38748,20.64483326,60
3,-103.3871094,20.68396619,60
3,-103.2950066,20.69640758,60
3,-103.442472,20.65894426,60
3,-103.4032056,20.64542364,60
3,-103.3055535,20.6357305,60
3,-103.3761433,20.67568577,60
3,-103.3773033,20.68596343,60
3,-103.3513074,20.60889317,60
3,-103.4232911,20.66685491,60
3,-103.2968531,20.63805671,60
3,-103.4219379,20.64360858,60
3,-103.4307282,20.73661375,60
3,-103.3464152,20.71613173,60
3,-103.4027026,20.62189607,60
3,-103.4252821,20.67296163,60
3,-103.3916931,20.67598403,60
3,-103.3610812,20.68539654,60
3,-103.3520358,20.68896021,60
3,-103.3589114,20.71917962,60
3,-103.312253,20.67968796,60
3,-103.2751656,20.64907446,60
3,-103.3295541,20.68303055,60
3,-103.3985295,20.68448308,60
3,-103.270954,20.68783407,60
3,-103.170804,20.60482123,60
3,-103.3860009,20.72418731,60
3,-103.2497159,20.62490312,60
3,-103.3161838,20.72328795,60
3,-103.411063,20.62161183,60
3,-103.1325839,20.60767795,60
3,-103.3438068,20.61470822,60
3,-103.3556336,20.71391082,60
3,-103.2491789,20.5062826,60
3,-103.3499676,20.68189618,60
3,-103.3761595,20.68728379,60
3,-103.1014145,20.59898709,60
3,-103.4155446,20.59557344,60
3,-103.3593223,20.64707434,60
3,-103.3139432,20.58489307,60
3,-103.3359978,20.69551205,60
3,-103.4407433,20.58813788,60
3,-103.3335033,20.7159931,60
3,-103.2939755,20.66515028,60
3,-103.2293064,20.60261896,60
3,-103.2823081,20.61820266,60
3,-103.4044,20.75143167,60
3,-103.4389219,20.57131942,60
3,-103.4113941,20.63501143,60
3,-103.2933772,20.70553575,60
3,-103.2470317,20.62637535,60
3,-103.3361845,20.76054954,60
3,-103.2688051,20.68584261,60
3,-103.3407156,20.70504819,60
3,-103.2612944,20.67703168,60
3,-103.2972163,20.69410824,60
3,-103.3576681,20.70195147,60
3,-103.3935544,20.6285307,60
3,-103.359377,20.67811195,60
3,-103.3776456,20.64172417,60
3,-103.3458172,20.70969387,60
3,-103.1129032,20.58938799,60
3,-103.4281092,20.62578767,60
3,-103.3507238,20.67279863,60
3,-103.3419757,20.68895547,60
3,-103.3873373,20.67221476,60
3,-103.3202315,20.61506166,60
3,-103.3408695,20.72812099,60
3,-103.2724594,20.64799559,60
3,-103.3386796,20.69356935,60
3,-103.3025138,20.59311883,60
3,-103.1832866,20.55856833,60
3,-103.3870842,20.59157956,60
3,-103.4295462,20.65312696,60
3,-103.2539861,20.67442826,60
3,-103.2855,20.69566211,60
3,-103.2804313,20.63324194,60
3,-103.3783565,20.63188519,60
3,-103.4327555,20.62183709,60
3,-103.40008,20.66856116,60
3,-103.3732418,20.68984221,60
3,-103.3767163,20.6814374,60
3,-103.3136806,20.63665014,60
3,-103.453094,20.57503786,60
3,-103.3144186,20.70160582,60
3,-103.354566,20.76409592,60
3,-103.2780191,20.63869187,60
3,-103.4011601,20.66644573,60
3,-103.3893234,20.71416443,60
3,-103.3541405,20.79147759,60
3,-103.3985264,20.63343728,60
3,-103.4680452,20.54107536,60
3,-103.4160275,20.63793566,60
3,-103.3056012,20.69159791,60
3,-103.2863861,20.6499069,60
3,-103.422019,20.63108898,60
3,-103.3408433,20.670189,60
3,-103.2874667,20.65193099,60
3,-103.3962918,20.74534006,60
3,-103.3216725,20.62102848,60
3,-103.3545061,20.7154701,60
3,-103.3188703,20.71343057,60
3,-103.3220892,20.69898103,60
3,-103.3385737,20.69271064,60
3,-103.3682353,20.65868228,60
3,-103.3425512,20.68367636,60
3,-103.3723282,20.68921363,60
3,-103.3090246,20.65004686,60
3,-103.210516,20.66466258,60
3,-103.2844178,20.68916291,60
3,-103.4772219,20.79370957,60
3,-103.443039,20.47798424,60
3,-103.3196006,20.71645156,60
3,-103.3320088,20.72201523,60
3,-103.4346089,20.61793336,60
3,-103.3162493,20.72310133,60
3,-103.1188533,20.5817872,60
3,-103.3630473,20.67935712,60
3,-103.3380171,20.70608644,60
3,-103.3225918,20.67912658,60
3,-103.3162959,20.6649956,60
3,-103.3612602,20.64731985,60
3,-103.3546274,20.67419362,60
3,-103.4128743,20.63015603,60
3,-103.3482854,20.67454994,60
3,-103.2625065,20.62906996,60
3,-103.3196006,20.71645156,60
3,-103.3872565,20.64996535,60
3,-103.1986211,20.61998656,60
3,-103.393739,20.64050287,60
3,-103.3774952,20.67217255,60
3,-103.3441238,20.73171139,60
3,-103.2891832,20.69196588,60
3,-103.4383613,20.66673911,60
3,-103.3957854,20.60165141,60
3,-103.4453782,20.58651291,60
3,-103.3909086,20.64744337,60
3,-103.3246907,20.69864251,60
3,-103.3170346,20.70911436,60
3,-103.235487,20.62072068,60
3,-103.4352043,20.6047408,60
3,-103.3008665,20.65371723,60
3,-103.4008812,20.66028908,60
3,-103.4310668,20.67047597,60
3,-103.3428031,20.69761164,60
3,-103.438122,20.75099166,60
3,-103.3451217,20.70717354,60
3,-103.3072664,20.65785936,60
3,-103.3963547,20.76031776,60
3,-103.3334722,20.57178543,60
3,-103.4310329,20.60828026,60
3,-103.3217664,20.69625894,60
3,-103.4188619,20.63480897,60
3,-103.3484155,20.7335141,60
3,-103.3708549,20.6871479,60
3,-103.4770437,20.80093475,60
3,-103.3375932,20.70368226,60
3,-103.4232579,20.65798379,60
3,-103.3213645,20.64195166,60
3,-103.4603693,20.70207847,60
3,-103.3119126,20.6630895,60
3,-103.3286006,20.68181259,60
3,-103.3037577,20.6479612,60
3,-103.3735569,20.71433233,60
3,-103.2624302,20.62902403,60
3,-103.3714486,20.64743192,60
3,-103.359377,20.67811195,60
3,-103.357836,20.71473408,60
3,-103.3802006,20.6413488,60
3,-103.3536206,20.67134759,60
3,-103.3546696,20.70260106,60
3,-103.2405368,20.5845234,60
3,-103.3274361,20.71552486,60
3,-103.4082955,20.62108049,60
3,-103.3515719,20.61284321,60
3,-103.3274481,20.64741126,60
3,-103.2611358,20.63400619,60
3,-103.2950669,20.69298405,60
3,-103.3522506,20.75564323,60
3,-103.4675763,20.63915974,60
3,-103.3761557,20.67354194,60
3,-103.3834174,20.64519941,60
3,-103.2648948,20.58458848,60
3,-103.3721965,20.62089506,60
3,-103.320628,20.64625681,60
3,-103.3425512,20.68367636,60
3,-103.37658,20.64368096,60
3,-103.388313,20.64291839,60
3,-103.3935848,20.48848381,60
3,-103.3517243,20.69412184,60
3,-103.3352123,20.71741563,60
3,-103.2907332,20.63098662,60
3,-103.423461,20.67084923,60
3,-103.2826213,20.65337182,60
3,-103.2944413,20.66188306,60
3,-103.3096453,20.70455437,60
3,-103.3603042,20.64930738,60
3,-103.345335,20.70977288,60
3,-103.289236,20.46912337,60
3,-103.2541248,20.67573039,60
3,-103.3038432,20.68667154,60
3,-103.3889126,20.62699498,60
3,-103.4228275,20.67828697,60
3,-103.4047792,20.65372179,60
3,-103.2537938,20.64422954,60
3,-103.3198536,20.66057248,60
3,-103.3605875,20.70938874,60
3,-103.3528978,20.50567761,60
3,-103.3238423,20.65066784,60
3,-103.4418858,20.5502389,60
3,-103.1188533,20.5817872,60
3,-103.3774167,20.66309592,60
3,-103.297286,20.6798475,60
3,-103.4300098,20.63975263,60
3,-103.3453516,20.70965787,60
3,-103.3234533,20.65011937,60
3,-103.3761405,20.67124121,60
3,-103.2590909,20.6753922,60
3,-103.4005621,20.61617638,60
3,-103.3298326,20.64767562,60
3,-103.3972594,20.67700163,60
3,-103.2974836,20.67873144,60
3,-103.3706384,20.67772963,60
3,-103.2989465,20.66833212,60
3,-103.3657808,20.57688114,60
3,-103.3811834,20.75193722,60
3,-103.3486252,20.61746872,60
3,-103.3342312,20.71118769,60
3,-103.3633081,20.69473156,60
3,-103.363253,20.67698506,60
3,-103.3354332,20.70305897,60
3,-103.4291691,20.63190394,60
3,-103.3682298,20.68316327,60
3,-103.3218099,20.70811026,60
3,-103.2454962,20.62723594,60
3,-103.1797132,20.61562713,60
3,-103.2994411,20.68806575,60
3,-103.4136704,20.49839115,60
3,-103.3647136,20.72694014,60
3,-103.1390115,20.60491741,60
3,-103.3948056,20.62381075,60
3,-103.4160707,20.65044733,60
3,-103.3944377,20.68333825,60
3,-103.2837795,20.65141018,60
3,-103.4030001,20.75396605,60
3,-103.4012509,20.62492689,60
3,-103.2627082,20.68729786,60
3,-103.4048612,20.59796845,60
3,-103.3786009,20.68603391,60
3,-103.3646181,20.68553538,60
3,-103.3261214,20.70116481,60
3,-103.3700553,20.68711577,60
3,-103.3301158,20.70706821,60
3,-103.4263703,20.65025249,60
3,-103.374202,20.6429436,60
3,-103.2743184,20.63434946,60
3,-103.3289452,20.68069737,60
3,-103.3353059,20.71340866,60
3,-103.2165164,20.57821437,60
3,-103.3761405,20.68238579,60
3,-103.3578367,20.69881568,60
3,-103.3104314,20.6474808,60
3,-103.3895148,20.67717696,60
3,-103.3732322,20.68828913,60
3,-103.3995786,20.63436031,60
3,-103.0036057,20.70934443,60
3,-103.451472,20.73106727,60
3,-103.3089037,20.67183289,60
3,-103.4346421,20.65502513,60
3,-103.270272,20.67654815,60
3,-103.4305925,20.65403983,60
3,-103.3469132,20.71232039,60
3,-103.4536696,20.57939675,60
3,-103.2862058,20.67656043,60
3,-103.3116693,20.70205719,60
3,-103.4099211,20.66500677,60
3,-103.4240283,20.52997378,60
3,-103.2943994,20.64738786,60
3,-103.4157207,20.68881794,60
3,-103.4776047,20.80070269,60
3,-103.3212845,20.69667392,60
3,-103.4498371,20.83279667,60
3,-103.2984295,20.68777872,60
3,-103.3482854,20.67454994,60
3,-103.371816,20.64768426,60
3,-103.3637277,20.70512994,60
3,-103.3104314,20.6474808,60
3,-103.375427,20.63624593,60
3,-103.2883333,20.6917056,60
3,-103.4283741,20.68122832,60
3,-103.3823894,20.63411413,60
3,-103.3361977,20.7075278,60
3,-103.4648663,20.53495935,60
3,-103.3696156,20.7470674,60
3,-103.3545592,20.58302583,60
3,-103.2691209,20.47766903,60
3,-103.379859,20.63497098,60
3,-103.3748552,20.66752989,60
3,-103.4396246,20.72980149,60
3,-103.2706994,20.59008472,60
3,-103.2393312,20.66268112,60
3,-103.238902,20.59156142,60
3,-103.2950841,20.64170935,60
3,-103.3745055,20.61076599,60
3,-103.3936289,20.67935109,60
3,-103.4724616,20.54498925,60
3,-103.3093028,20.67651483,60
3,-103.3295743,20.70680922,60
3,-103.4295563,20.66802319,60
3,-103.4110467,20.73568497,60
3,-103.3096711,20.70682218,60
3,-103.2635893,20.6781926,60
3,-103.1566549,20.57008307,60
3,-103.424368,20.67783132,60
3,-103.3964632,20.68109056,60
3,-103.3894799,20.64974014,60
3,-103.3964799,20.6132345,60
3,-103.367896,20.68917315,60
3,-103.3265949,20.67982256,60
3,-103.3737647,20.65868662,60
3,-103.3819761,20.68159083,60
3,-103.3637596,20.71218831,60
3,-103.3602994,20.6793366,60
3,-103.4122076,20.72933624,60
3,-103.282898,20.61007884,60
3,-103.3186353,20.6264058,60
3,-103.4358382,20.67974247,60
3,-103.3205663,20.69806623,60
3,-103.3453009,20.68882168,60
3,-103.2772066,20.63585645,60
3,-103.2790227,20.64264828,60
3,-103.3618628,20.73844834,60
3,-103.3926624,20.75437553,60
3,-103.2984161,20.70536016,60
3,-103.3237504,20.59509647,60
3,-103.2375559,20.6326922,60
3,-103.3462061,20.69803305,60
3,-103.346144,20.69853469,60
3,-103.143115,20.60290638,60
3,-103.3872007,20.74053967,60
3,-103.3179354,20.68579275,60
3,-103.4422305,20.6006398,60
3,-103.3706676,20.73133256,60
3,-103.3625503,20.62343989,60
3,-103.3709138,20.69576082,60
3,-103.2948882,20.64348014,60
3,-103.3054578,20.71861576,60
3,-103.3152412,20.68283043,60
3,-103.2333611,20.62951496,60
3,-103.2390884,20.59621523,60
3,-103.3444657,20.79508373,60
3,-103.3420848,20.73643411,60
3,-103.3725642,20.61016959,60
3,-103.3603742,20.71086553,60
3,-103.4374209,20.5990607,60
3,-103.3352154,20.61265932,60
3,-103.3517243,20.69412184,60
3,-103.4603461,20.70206814,60
3,-103.3197794,20.61867051,60
3,-103.381364,20.67434637,60
3,-103.3118327,20.65181855,60
3,-103.2826848,20.6316565,60
3,-103.3995356,20.6320564,60
3,-103.3793287,20.68153949,60
3,-103.4014178,20.60065571,60
3,-103.371021,20.52064553,60
3,-103.360454,20.69926716,60
3,-103.3400537,20.67835358,60
3,-103.2639276,20.63320326,60
3,-103.4915873,20.5665617,60
3,-103.3506878,20.73205448,60
3,-103.458945,20.56592509,60
3,-103.3449656,20.66314211,60
3,-103.3012454,20.70039377,60
3,-103.3967018,20.61690167,60
3,-103.3152382,20.62043136,60
3,-103.3644975,20.68894373,60
3,-103.3786594,20.67076772,60
3,-103.3205249,20.66734695,60
3,-103.4222225,20.63741424,60
3,-103.2647435,20.65348126,60
3,-103.2521542,20.4509731,60
3,-103.307441,20.44407499,60
3,-103.326963,20.71467631,60
3,-103.3966335,20.72421834,60
3,-103.4207555,20.67629871,60
3,-103.2500079,20.6337673,60
3,-103.3305658,20.69325885,60
3,-103.3089702,20.72710436,60
3,-103.3647709,20.68120406,60
3,-103.3912055,20.759556,60
3,-103.324049,20.67187393,60
3,-103.3768847,20.64672913,60
3,-103.357661,20.6715741,60
3,-103.3366885,20.67944648,60
3,-103.3852723,20.68264702,60
3,-103.3567975,20.64486518,60
3,-103.3581635,20.71908215,60
3,-103.3454997,20.70450003,60
3,-103.4250077,20.6744406,60
3,-103.3925198,20.60749277,60
3,-103.3576681,20.70195147,60
3,-103.2869355,20.64536363,60
3,-103.3603331,20.49877643,60
3,-103.3804427,20.71116382,60
3,-103.3520037,20.68979746,60
3,-103.4694218,20.54462204,60
3,-103.3576879,20.67273296,60
3,-103.4348792,20.67310322,60
3,-103.415419,20.60215768,60
3,-103.3749377,20.6951105,60
3,-103.4175072,20.62011723,60
3,-103.2762624,20.63449208,60
3,-103.4300838,20.63160512,60
3,-103.3459209,20.70036031,60
3,-103.256131,20.47751429,60
3,-103.3473189,20.70286661,60
3,-103.229688,20.43627871,60
3,-103.319142,20.57777415,60
3,-103.1916146,20.35283756,60
3,-103.2973478,20.55285723,60
3,-103.2994752,20.54405857,60
3,-103.3027319,20.55808306,60
3,-103.2815951,20.56416514,60
3,-103.3120394,20.56359762,60
3,-103.2412879,20.52310586,60
3,-103.2159858,20.50042142,60
3,-103.3264181,20.57496372,60
3,-103.2412879,20.52310586,60
3,-103.261905,20.54129522,60
3,-103.3198699,20.56462343,60
